                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5984,                 3.1891,                 1.1963,                0.10498,                0.63571,                0.15239,                0.08941,                 1.8621,                 34.578,                 1.6788,                 0.0775,                 0.0025,                 0.0025
                      2,                 1.5122,                  1.764,                 1.2028,                0.10498,                0.63571,                0.15239,                0.08941,                    nan,                    nan,                    nan,               0.054075,              0.0050748,              0.0050748
                      3,                 1.4608,                 1.6037,                 1.1686,                0.10498,                0.63571,                0.15239,                0.08941,                 3.3046,                    inf,                  10.79,               0.030624,              0.0076238,              0.0076238
                      4,                  1.443,                 1.5017,                 1.1523,                0.10498,                0.63571,                0.15239,                0.08941,                 3.7732,                    inf,                 17.034,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.4599,                 1.5038,                  1.159,                  6e-05,                  0.025,                  3e-05,                  1e-05,                 4.5746,                    inf,                 47.156,               0.009802,               0.009802,               0.009802
                      6,                 1.3925,                 1.2955,                 1.1424,                0.06506,                0.09762,                0.01784,                0.01143,                 3.2781,                 68.526,                 3.0374,              0.0097525,              0.0097525,              0.0097525
                      7,                 1.3444,                 1.3163,                  1.127,                 0.5141,                0.34286,                0.40297,                0.20477,                 1.7716,                 3.2195,                  1.404,               0.009703,               0.009703,               0.009703
                      8,                 1.3355,                 1.2366,                 1.0856,                0.67417,                0.55595,                0.58146,                0.31584,                 1.4543,                  2.404,                 1.1307,              0.0096535,              0.0096535,              0.0096535
                      9,                 1.3092,                 1.2303,                 1.1243,                 0.5291,                0.53333,                0.48822,                0.25421,                 1.6864,                 3.0781,                 1.2966,               0.009604,               0.009604,               0.009604
                     10,                  1.317,                 1.1824,                 1.0889,                0.74235,                0.80492,                0.80734,                0.43039,                 1.5955,                  2.645,                 1.2184,              0.0095545,              0.0095545,              0.0095545
                     11,                 1.3686,                 1.1964,                 1.1368,                 0.9296,                0.71956,                0.78648,                0.43429,                 1.4417,                 1.3264,                 1.1371,               0.009505,               0.009505,               0.009505
                     12,                 1.2275,                 1.0354,                 1.0515,                0.87403,                 0.6818,                0.81087,                0.46786,                 1.4855,                 1.6631,                 1.1403,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.3026,                 1.0458,                 1.0832,                0.54287,                0.50952,                0.47627,                0.25315,                 1.9142,                 1.8248,                 1.4135,               0.009406,               0.009406,               0.009406
                     14,                 1.3046,                 1.0386,                 1.0944,                0.76499,                 0.3239,                0.42701,                0.29311,                 1.5468,                 2.4668,                 1.2537,              0.0093565,              0.0093565,              0.0093565
                     15,                  1.305,                 1.0105,                 1.0841,                0.95315,                0.60357,                0.68768,                0.39569,                 1.5027,                 1.5972,                 1.1673,               0.009307,               0.009307,               0.009307
                     16,                 1.2445,                0.93441,                 1.0946,                0.77737,                0.71949,                0.77003,                0.47397,                 1.5184,                 1.7598,                 1.2101,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.2641,                0.97774,                 1.0895,                0.79057,                0.48927,                0.65406,                0.36504,                 1.6113,                 3.0786,                 1.1946,               0.009208,               0.009208,               0.009208
                     18,                 1.1925,                0.96037,                  1.035,                0.72837,                0.50595,                0.56775,                0.33746,                 1.4218,                 1.6657,                 1.1269,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.2523,                0.97526,                 1.0682,                0.86822,                 0.5743,                 0.6022,                0.28122,                 1.5845,                 1.9328,                 1.2135,               0.009109,               0.009109,               0.009109
                     20,                 1.2828,                 0.9604,                  1.078,                0.87261,                0.63571,                0.66808,                0.39741,                 1.4799,                 1.5717,                 1.1567,              0.0090595,              0.0090595,              0.0090595
                     21,                 1.2392,                0.94167,                 1.0764,                 0.7827,                0.53571,                0.62428,                0.40279,                 1.2465,                 1.7556,                  1.059,                0.00901,                0.00901,                0.00901
                     22,                 1.2302,                 0.8801,                 1.0508,                 0.7454,                0.60645,                0.73576,                0.44268,                 1.3367,                  1.294,                 1.0685,              0.0089605,              0.0089605,              0.0089605
                     23,                 1.1925,                0.87957,                 1.0383,                0.94804,                0.59845,                 0.7225,                0.42328,                 1.3379,                 1.3513,                  1.063,               0.008911,               0.008911,               0.008911
                     24,                  1.172,                 0.8332,                 1.0291,                0.76123,                0.67976,                0.74204,                 0.4083,                 1.5596,                 1.2816,                 1.1861,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.1779,                0.80233,                 1.0426,                0.78172,                0.73781,                0.78404,                0.45468,                 1.5414,                 1.3474,                 1.1775,               0.008812,               0.008812,               0.008812
                     26,                 1.1751,                0.88845,                  1.062,                0.89715,                0.67041,                0.78583,                0.43786,                 1.5902,                 1.1093,                 1.2015,              0.0087625,              0.0087625,              0.0087625
                     27,                 1.1335,                0.83987,                   1.02,                0.76359,                0.91361,                0.90922,                0.50735,                 1.5627,                 0.9407,                 1.1768,               0.008713,               0.008713,               0.008713
                     28,                 1.1623,                0.77898,                 1.0296,                0.88509,                0.56071,                0.61808,                0.37112,                 1.4628,                 1.6726,                 1.1313,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.1734,                0.84485,                 1.0638,                0.58366,                 0.4625,                0.59984,                0.36304,                 1.5102,                 2.2814,                  1.157,               0.008614,               0.008614,               0.008614
                     30,                 1.1429,                0.82802,                 1.0211,                0.62638,                0.68452,                0.76282,                 0.4567,                 1.3984,                 1.5268,                 1.0837,              0.0085645,              0.0085645,              0.0085645
